,date,year,month,day,countryCode,taxonID,phylum,class,order,family,genus,specificEpithet,species,Substrate,Latitude,Longitude,CoorUncert,Habitat,image_path,class_id,genus_id,family_id
10573,2019-08-18,2019.0,8.0,18.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,56.644454,9.812057,25.0,deciduous woodland,2332528908-42163.jpg,1592,39,17
10574,2018-09-03,2018.0,9.0,3.0,DK,19022.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Porphyrellus,porphyrosporus,Porphyrellus porphyrosporus,soil,56.634837,9.807723,25.0,deciduous woodland,2238554922-330255.jpg,1211,427,17
10575,2019-06-15,2019.0,6.0,15.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,55.852529,12.025577,25.0,deciduous woodland,2265771714-114739.jpg,107,39,17
10576,2019-09-16,2019.0,9.0,16.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,56.157764,9.593875,25.0,coniferous woodland,2417207770-192942.jpg,1587,563,17
10577,2020-10-16,2020.0,10.0,16.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.675132,8.156294,616.0,coniferous woodland,2883267461-290780.jpg,711,248,17
10578,2017-09-30,2017.0,9.0,30.0,DK,11061.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,aereus,Boletus aereus,soil,54.85428,11.77494,75.0,deciduous woodland,2238519218-26001.jpg,104,39,17
10579,2020-09-27,2020.0,9.0,27.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.318822,9.203344,10.0,roadside,2864914457-362436.jpg,711,248,17
10580,2009-10-27,2009.0,10.0,27.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.71584,9.6267,5.0,mixed woodland (coniferous and deciduous trees),2238449774-91319.jpg,1590,563,17
10581,2020-09-10,2020.0,9.0,10.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,55.84405600000001,9.825858,16.0,park,2860300368-62175.jpg,107,39,17
10582,2019-08-25,2019.0,8.0,25.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.386327,12.092929,75.0,coniferous woodland,2351006996-264904.jpg,1587,563,17
10583,2020-10-08,2020.0,10.0,8.0,DK,16117.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,versipelle,Leccinum versipelle,soil,56.09871700000001,9.499455,1.0,mixed woodland (coniferous and deciduous trees),2874303417-364003.jpg,827,274,17
10584,2015-10-21,2015.0,10.0,21.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.47055,12.08172,100.0,deciduous woodland,2238434582-313927.jpg,1590,563,17
10585,2018-09-13,2018.0,9.0,13.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,wood chips or mulch,56.00404399999999,12.566746,75.0,coniferous woodland,2238558810-181789.jpg,107,39,17
10586,2020-09-06,2020.0,9.0,6.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,56.667329,8.782905,65.0,lawn,2986398306-296222.jpg,1592,39,17
10587,2011-06-19,2011.0,6.0,19.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,57.26136,9.62617,10.0,coniferous woodland,2237957892-302067.jpg,824,274,17
10588,2018-09-15,2018.0,9.0,15.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.731653,8.441533999999999,75.0,mixed woodland (coniferous and deciduous trees),2238561852-331745.jpg,1590,563,17
10589,2018-09-17,2018.0,9.0,17.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,"stems of herbs, grass",55.36724399999999,10.45689,5.0,garden,2238560459-108018.jpg,128,54,17
10590,2011-08-10,2011.0,8.0,10.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,55.16353,11.72261,100.0,deciduous woodland,2237966949-79407.jpg,120,49,17
10591,2019-08-24,2019.0,8.0,24.0,DK,16117.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,versipelle,Leccinum versipelle,soil,55.223562,10.118816,5.0,lawn,2351006662-340007.jpg,827,274,17
10592,2018-07-15,2018.0,7.0,15.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,56.133115,10.195445,65.0,deciduous woodland,2238551338-31874.jpg,128,54,17
10593,2017-09-06,2017.0,9.0,6.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,leaves,56.289823,10.830288,75.0,mixed woodland (coniferous and deciduous trees),2238534494-102850.jpg,1551,544,17
10594,2018-09-09,2018.0,9.0,9.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.014265,12.300224,50.0,mixed woodland (coniferous and deciduous trees),2238558102-330974.jpg,711,248,17
10595,2011-08-24,2011.0,8.0,24.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,56.11091999999999,12.23671,75.0,lawn,2237972602-302782.jpg,1592,39,17
10596,2020-07-04,2020.0,7.0,4.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.673183,12.518205,5.0,park,2804908318-58929.jpg,1453,513,17
10597,2018-10-15,2018.0,10.0,15.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.210373,11.797896,15.0,mixed woodland (coniferous and deciduous trees),2238575603-36606.jpg,1590,563,17
10598,2020-07-16,2020.0,7.0,16.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,soil,55.685103000000005,12.523184,35.0,park,2816366332-357568.jpg,1589,563,17
10599,2016-07-11,2016.0,7.0,11.0,DK,67237.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,engelii,Hortiboletus engelii,soil,55.660612,12.530813,10.0,park,2238467133-17940.jpg,618,225,17
10600,2017-07-16,2017.0,7.0,16.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,55.995405000000005,11.9242,75.0,garden,2238498556-244772.jpg,617,225,17
10601,2020-10-25,2020.0,10.0,25.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,mosses,56.361256,10.730124,75.0,coniferous woodland,2898621461-291422.jpg,105,39,17
10602,2020-11-06,2020.0,11.0,6.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,other substrate,56.271001,9.71997,5.0,lawn,2964207419-144584.jpg,105,39,17
10603,2020-10-17,2020.0,10.0,17.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,55.283012,11.76976,15.0,mixed woodland (coniferous and deciduous trees),2883271512-366150.jpg,163,76,17
10604,2020-09-22,2020.0,9.0,22.0,DK,20681.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Strobilomyces,strobilaceus,Strobilomyces strobilaceus,soil,55.034983,10.593219,25.0,mixed woodland (coniferous and deciduous trees),2864904360-212274.jpg,1441,509,17
10605,2018-09-12,2018.0,9.0,12.0,DK,67237.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,engelii,Hortiboletus engelii,soil,56.266284,10.208857,75.0,deciduous woodland,2238559909-107888.jpg,618,225,17
10606,2020-07-24,2020.0,7.0,24.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,56.022667000000006,12.205303,15.0,lawn,2818071336-282849.jpg,1453,513,17
10607,2019-06-27,2019.0,6.0,27.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.065787,10.529623,50.0,deciduous woodland,2273187777-338507.jpg,1592,39,17
10608,2016-08-23,2016.0,8.0,23.0,DK,61471.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,aurantiacum,Leccinum aurantiacum,soil,56.252601,8.510309,10.0,mixed woodland (coniferous and deciduous trees),2238472277-316377.jpg,819,274,17
10609,2019-08-12,2019.0,8.0,12.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,56.64461899999999,9.813409,25.0,deciduous woodland,2332528224-116410.jpg,1587,563,17
10610,2017-08-19,2017.0,8.0,19.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,56.788516,9.895248,50.0,coniferous woodland,2238503518-23458.jpg,1587,563,17
10611,2017-08-26,2017.0,8.0,26.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,soil,56.033931,12.037806,50.0,coniferous woodland,2238504102-321012.jpg,1551,544,17
10612,2013-10-10,2013.0,10.0,10.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,soil,57.19585,10.27891,75.0,deciduous woodland,2238345406-234977.jpg,1589,563,17
10613,2012-07-13,2012.0,7.0,13.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,55.8637,9.86108,25.0,park,2238148471-230042.jpg,617,225,17
10614,2019-08-11,2019.0,8.0,11.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.766096,12.423169,75.0,coniferous woodland,2331570932-339420.jpg,1587,563,17
10615,2014-06-07,2014.0,6.0,7.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.796359,9.782553,50.0,mixed woodland (coniferous and deciduous trees),2238372807-311441.jpg,1592,39,17
10616,2020-09-06,2020.0,9.0,6.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.040909,10.553636,50.0,mixed woodland (coniferous and deciduous trees),2856929364-135953.jpg,1023,348,17
10617,2011-08-13,2011.0,8.0,13.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,56.13292,10.20613,100.0,deciduous woodland,2237966829-79400.jpg,1592,39,17
10618,2010-06-13,2010.0,6.0,13.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,56.01051,9.89602,25.0,coniferous woodland,2238589417-336965.jpg,1023,348,17
10619,2017-07-03,2017.0,7.0,3.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,soil,55.785053000000005,12.591293,5.0,park,2238496498-22263.jpg,1589,563,17
10620,2017-08-02,2017.0,8.0,2.0,DK,61471.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,aurantiacum,Leccinum aurantiacum,soil,55.419777,12.231692,5.0,park,2238499609-96793.jpg,819,274,17
10621,2017-08-28,2017.0,8.0,28.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,55.845047,12.065533,15.0,lawn,2238505523-23781.jpg,128,54,17
10622,2010-09-09,2010.0,9.0,9.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,leaves,55.95371,10.4316,50.0,deciduous woodland,2237919940-151386.jpg,824,274,17
10623,2018-08-22,2018.0,8.0,22.0,DK,67237.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,engelii,Hortiboletus engelii,soil,56.181549,10.22777,25.0,deciduous woodland,2238552330-180477.jpg,618,225,17
10624,2017-06-27,2017.0,6.0,27.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.514904,9.584138,50.0,deciduous woodland,2238494324-95930.jpg,1453,513,17
10625,2018-09-09,2018.0,9.0,9.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.39381,11.594029,25.0,coniferous woodland,2238557930-181594.jpg,711,248,17
10626,2000-07-29,2000.0,7.0,29.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,55.84748199999999,12.469459,5.0,deciduous woodland,2238492320-169841.jpg,105,39,17
10627,2017-10-06,2017.0,10.0,6.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.776126,8.29422,5.0,lawn,2238521022-323749.jpg,824,274,17
10628,2019-07-07,2019.0,7.0,7.0,DK,69740.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinellum,pseudoscabrum,Leccinellum pseudoscabrum,soil,55.174554,14.894732,75.0,deciduous woodland,2285836165-189509.jpg,817,273,17
10629,2020-11-13,2020.0,11.0,13.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.672056000000005,8.158136,21.0,coniferous woodland,2981232415-219778.jpg,711,248,17
10630,2018-08-31,2018.0,8.0,31.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,55.85604300000001,11.978829,5.0,park,2238555487-330342.jpg,107,39,17
10631,2013-09-28,2013.0,9.0,28.0,DK,16116.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,variicolor,Leccinum variicolor,soil,55.821031000000005,9.008171,50.0,uncultivated land,2238583562-336172.jpg,826,274,17
10632,2020-09-27,2020.0,9.0,27.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.753247,8.929653,5.0,wetland,2864899448-63698.jpg,824,274,17
10633,2020-09-10,2020.0,9.0,10.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.77111800000001,10.588863,75.0,mixed woodland (coniferous and deciduous trees),2860305391-285406.jpg,1453,513,17
10634,2020-09-01,2020.0,9.0,1.0,DK,61279.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,cisalpinus,Xerocomellus cisalpinus,soil,55.99253100000001,9.272558,15.0,grassland,2856932310-210329.jpg,1588,563,17
10635,2018-09-17,2018.0,9.0,17.0,DK,16080.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,albostipitatum,Leccinum albostipitatum,soil,55.996186,11.289608,15.0,other habitat,2238560669-108090.jpg,818,274,17
10636,2020-11-02,2020.0,11.0,2.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.07681899999999,10.530301,50.0,mixed woodland (coniferous and deciduous trees),2964217349-144920.jpg,1590,563,17
10637,2020-10-16,2020.0,10.0,16.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.84038100000001,9.001613,13.0,coniferous woodland,2883255480-215325.jpg,711,248,17
10638,2018-09-09,2018.0,9.0,9.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.840558,12.025372,15.0,deciduous woodland,2238558051-255493.jpg,1590,563,17
10639,2013-11-02,2013.0,11.0,2.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,leaves,57.09721999999999,10.36026,25.0,deciduous woodland,2238354722-310639.jpg,1592,39,17
10640,2017-09-19,2017.0,9.0,19.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.337737,10.804195,75.0,deciduous woodland,2238511864-98820.jpg,1590,563,17
10641,2018-08-24,2018.0,8.0,24.0,DK,61279.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,cisalpinus,Xerocomellus cisalpinus,soil,56.059922,9.728106,5.0,roadside,2238551595-180312.jpg,1588,563,17
10642,2017-10-09,2017.0,10.0,9.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,wood chips or mulch,55.292704,10.339002,50.0,deciduous woodland,2238522596-248567.jpg,711,248,17
10643,2019-08-28,2019.0,8.0,28.0,DK,16080.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,albostipitatum,Leccinum albostipitatum,soil,56.163517000000006,10.120567,15.0,lawn,2382323374-117230.jpg,818,274,17
10644,2018-09-06,2018.0,9.0,6.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,57.037741,8.870413000000001,15.0,mixed woodland (coniferous and deciduous trees),2238557527-330845.jpg,1023,348,17
10645,2016-07-13,2016.0,7.0,13.0,SE,16117.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,versipelle,Leccinum versipelle,soil,58.496148,13.678424,30.0,coniferous woodland,2238468190-166553.jpg,827,274,17
10646,2009-07-11,2009.0,7.0,11.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,55.22671999999999,12.20989,75.0,deciduous woodland,2238589741-261805.jpg,120,49,17
10647,2017-08-10,2017.0,8.0,10.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,56.788516,9.898038,25.0,coniferous woodland,2238499884-96844.jpg,1587,563,17
10648,2020-10-25,2020.0,10.0,25.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.023347,12.346883,1.0,coniferous woodland,2901936444-143264.jpg,711,248,17
10649,2013-07-03,2013.0,7.0,3.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.210330000000006,11.79814,5.0,mixed woodland (coniferous and deciduous trees),2238214122-308233.jpg,1587,563,17
10650,2012-10-14,2012.0,10.0,14.0,DK,61471.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,aurantiacum,Leccinum aurantiacum,soil,56.12691,9.5928,25.0,mixed woodland (coniferous and deciduous trees),2238180077-306600.jpg,819,274,17
10651,2019-08-18,2019.0,8.0,18.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,56.644454,9.812057,25.0,deciduous woodland,2332528908-42167.jpg,1592,39,17
10652,2020-07-07,2020.0,7.0,7.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,54.78309300000001,11.825551,5.0,mixed woodland (coniferous and deciduous trees),2813000327-357359.jpg,1453,513,17
10653,2020-10-02,2020.0,10.0,2.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.120562,14.916706,9.0,mixed woodland (coniferous and deciduous trees),2868472448-64765.jpg,711,248,17
10654,2020-11-03,2020.0,11.0,3.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.812217,12.220036,65.0,deciduous woodland,2964212358-70937.jpg,711,248,17
10655,2013-10-03,2013.0,10.0,3.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,56.4926,10.7662,20.0,coniferous woodland,2238344249-86651.jpg,1592,39,17
10656,2013-09-01,2013.0,9.0,1.0,DK,16116.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,variicolor,Leccinum variicolor,soil,56.06309,12.24896,25.0,deciduous woodland,2238221841-233505.jpg,826,274,17
10657,2017-07-04,2017.0,7.0,4.0,DK,67237.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,engelii,Hortiboletus engelii,soil,55.862164,9.839617,15.0,park,2238496309-96212.jpg,618,225,17
10658,2019-08-24,2019.0,8.0,24.0,DK,16117.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,versipelle,Leccinum versipelle,soil,55.223562,10.118816,5.0,lawn,2351006662-340009.jpg,827,274,17
10659,2017-09-24,2017.0,9.0,24.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.827086,12.0836,15.0,lawn,2238511603-24796.jpg,824,274,17
10660,2018-08-28,2018.0,8.0,28.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,54.815136,12.12834,15.0,deciduous woodland,2238552976-254471.jpg,120,49,17
10661,2017-10-19,2017.0,10.0,19.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,soil,55.936552,12.287919,10.0,park,2238526441-249221.jpg,1589,563,17
10662,2018-09-01,2018.0,9.0,1.0,DK,67744.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,xanthopus,Neoboletus xanthopus,soil,56.064489,12.258691,50.0,deciduous woodland,2238554830-180915.jpg,1024,348,17
10663,2018-08-31,2018.0,8.0,31.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,55.57509399999999,12.579111,5.0,deciduous woodland,2238552882-329870.jpg,128,54,17
10664,2017-07-16,2017.0,7.0,16.0,DK,11073.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hemileccinum,impolitum,Hemileccinum impolitum,soil,55.779346,12.590262,5.0,park,2238498702-320217.jpg,597,212,17
10665,2013-09-25,2013.0,9.0,25.0,DK,61279.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,cisalpinus,Xerocomellus cisalpinus,soil,57.45397,9.96827,25.0,deciduous woodland,2238340776-234666.jpg,1588,563,17
10666,2010-09-21,2010.0,9.0,21.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.80916,12.4839,25.0,deciduous woodland,2237926430-151583.jpg,1592,39,17
10667,2020-06-13,2020.0,6.0,13.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.98121999999999,12.312138,1.0,mixed woodland (coniferous and deciduous trees),2640662316-281397.jpg,1023,348,17
